statename,districtname,crop,cropyear,season,area,production,statenorm,districtnorm,yieldcalc
Andhra Pradesh,ANANTAPUR,Moong(Green Gram),2010,Rabi,83.0,29.0,andhra pradesh,anantapur,0.3493975903614458
Andhra Pradesh,ANANTAPUR,Onion,2010,Rabi,306.0,8233.0,andhra pradesh,anantapur,26.905228758169933
Andhra Pradesh,ANANTAPUR,Ragi,2010,Rabi,556.0,831.0,andhra pradesh,anantapur,1.4946043165467626
Andhra Pradesh,ANANTAPUR,Rice,2010,Rabi,24828.0,69394.0,andhra pradesh,anantapur,2.794989527952312
Andhra Pradesh,ANANTAPUR,Safflower,2010,Rabi,45.0,31.0,andhra pradesh,anantapur,0.6888888888888889
Andhra Pradesh,ANANTAPUR,Urad,2010,Rabi,559.0,299.0,andhra pradesh,anantapur,0.5348837209302325
Andhra Pradesh,ANANTAPUR,Wheat,2010,Rabi,131.0,171.0,andhra pradesh,anantapur,1.3053435114503817
Andhra Pradesh,ANANTAPUR,Arecanut,2010,Whole Year,409.0,182.0,andhra pradesh,anantapur,0.4449877750611247
Andhra Pradesh,ANANTAPUR,Banana,2010,Whole Year,4416.0,223825.0,andhra pradesh,anantapur,50.685009057971016
Andhra Pradesh,ANANTAPUR,Coriander,2010,Whole Year,5323.0,3604.0,andhra pradesh,anantapur,0.6770618072515499
Andhra Pradesh,ANANTAPUR,Potato,2010,Whole Year,21.0,236.0,andhra pradesh,anantapur,11.238095238095237
Andhra Pradesh,ANANTAPUR,Sugarcane,2010,Whole Year,235.0,20981.0,andhra pradesh,anantapur,89.28085106382979
Andhra Pradesh,ANANTAPUR,Sunflower,2010,Whole Year,17615.0,14072.0,andhra pradesh,anantapur,0.7988646040306557
Andhra Pradesh,ANANTAPUR,Sweet potato,2010,Whole Year,4.0,51.0,andhra pradesh,anantapur,12.75
Andhra Pradesh,ANANTAPUR,Tobacco,2010,Whole Year,174.0,282.0,andhra pradesh,anantapur,1.6206896551724137
Andhra Pradesh,ANANTAPUR,Turmeric,2010,Whole Year,13.0,102.0,andhra pradesh,anantapur,7.846153846153846
Andhra Pradesh,CHITTOOR,Arhar/Tur,2010,Kharif,10943.0,1182.0,andhra pradesh,chittoor,0.10801425568856804
Andhra Pradesh,CHITTOOR,Bajra,2010,Kharif,3081.0,5882.0,andhra pradesh,chittoor,1.9091204154495294
Andhra Pradesh,CHITTOOR,Castor seed,2010,Kharif,180.0,158.0,andhra pradesh,chittoor,0.8777777777777778
Andhra Pradesh,CHITTOOR,Cotton(lint),2010,Kharif,235.0,98.0,andhra pradesh,chittoor,0.41702127659574467
Andhra Pradesh,CHITTOOR,Groundnut,2010,Kharif,148596.0,159741.0,andhra pradesh,chittoor,1.0750020188968747
Andhra Pradesh,CHITTOOR,Horse-gram,2010,Kharif,4010.0,1941.0,andhra pradesh,chittoor,0.48403990024937654
Andhra Pradesh,CHITTOOR,Jowar,2010,Kharif,1357.0,852.0,andhra pradesh,chittoor,0.627855563743552
Andhra Pradesh,CHITTOOR,Maize,2010,Kharif,970.0,4969.0,andhra pradesh,chittoor,5.122680412371134
Andhra Pradesh,CHITTOOR,Mesta,2010,Kharif,2.0,18.0,andhra pradesh,chittoor,9.0
Andhra Pradesh,CHITTOOR,Moong(Green Gram),2010,Kharif,845.0,268.0,andhra pradesh,chittoor,0.31715976331360946
Andhra Pradesh,CHITTOOR,Onion,2010,Kharif,178.0,3535.0,andhra pradesh,chittoor,19.859550561797754
Andhra Pradesh,CHITTOOR,Other Kharif pulses,2010,Kharif,1912.0,541.0,andhra pradesh,chittoor,0.28294979079497906
Andhra Pradesh,CHITTOOR,Ragi,2010,Kharif,6849.0,9876.0,andhra pradesh,chittoor,1.4419623302671922
Andhra Pradesh,CHITTOOR,Rice,2010,Kharif,18019.0,53639.0,andhra pradesh,chittoor,2.9768022642765968
Andhra Pradesh,CHITTOOR,Sesamum,2010,Kharif,203.0,34.0,andhra pradesh,chittoor,0.16748768472906403
Andhra Pradesh,CHITTOOR,Small millets,2010,Kharif,572.0,165.0,andhra pradesh,chittoor,0.28846153846153844
Andhra Pradesh,CHITTOOR,Urad,2010,Kharif,608.0,257.0,andhra pradesh,chittoor,0.42269736842105265
Andhra Pradesh,CHITTOOR,Arhar/Tur,2010,Rabi,10.0,1.0,andhra pradesh,chittoor,0.1
Andhra Pradesh,CHITTOOR,Bajra,2010,Rabi,15.0,29.0,andhra pradesh,chittoor,1.9333333333333333
Andhra Pradesh,CHITTOOR,Dry chillies,2010,Rabi,2034.0,4153.0,andhra pradesh,chittoor,2.0417895771878074
Andhra Pradesh,CHITTOOR,Groundnut,2010,Rabi,13361.0,31332.0,andhra pradesh,chittoor,2.3450340543372503
Andhra Pradesh,CHITTOOR,Horse-gram,2010,Rabi,1774.0,1151.0,andhra pradesh,chittoor,0.6488162344983089
Andhra Pradesh,CHITTOOR,Linseed,2010,Rabi,18.0,,andhra pradesh,chittoor,
Andhra Pradesh,CHITTOOR,Maize,2010,Rabi,539.0,4914.0,andhra pradesh,chittoor,9.116883116883116
Andhra Pradesh,CHITTOOR,Moong(Green Gram),2010,Rabi,335.0,118.0,andhra pradesh,chittoor,0.3522388059701492
Andhra Pradesh,CHITTOOR,Onion,2010,Rabi,196.0,5274.0,andhra pradesh,chittoor,26.908163265306122
Andhra Pradesh,CHITTOOR,Ragi,2010,Rabi,847.0,1266.0,andhra pradesh,chittoor,1.4946871310507674
Andhra Pradesh,CHITTOOR,Rapeseed &Mustard,2010,Rabi,16.0,39.0,andhra pradesh,chittoor,2.4375
Andhra Pradesh,CHITTOOR,Rice,2010,Rabi,43558.0,131502.0,andhra pradesh,chittoor,3.0190091372422976
Andhra Pradesh,CHITTOOR,Sesamum,2010,Rabi,334.0,118.0,andhra pradesh,chittoor,0.3532934131736527
Andhra Pradesh,CHITTOOR,Urad,2010,Rabi,1126.0,601.0,andhra pradesh,chittoor,0.5337477797513321
Andhra Pradesh,CHITTOOR,Banana,2010,Whole Year,923.0,46782.0,andhra pradesh,chittoor,50.684723726977246
Andhra Pradesh,CHITTOOR,Cashewnut,2010,Whole Year,100.0,24.0,andhra pradesh,chittoor,0.24
Andhra Pradesh,CHITTOOR,Coriander,2010,Whole Year,113.0,77.0,andhra pradesh,chittoor,0.6814159292035398
Andhra Pradesh,CHITTOOR,Potato,2010,Whole Year,1138.0,10817.0,andhra pradesh,chittoor,9.505272407732864
Andhra Pradesh,CHITTOOR,Sugarcane,2010,Whole Year,27719.0,2311342.0,andhra pradesh,chittoor,83.38475413975974
Andhra Pradesh,CHITTOOR,Sunflower,2010,Whole Year,1048.0,578.0,andhra pradesh,chittoor,0.5515267175572519
Andhra Pradesh,CHITTOOR,Sweet potato,2010,Whole Year,239.0,3062.0,andhra pradesh,chittoor,12.811715481171548
Andhra Pradesh,CHITTOOR,Tapioca,2010,Whole Year,15.0,99.0,andhra pradesh,chittoor,6.6
Andhra Pradesh,CHITTOOR,Tobacco,2010,Whole Year,130.0,229.0,andhra pradesh,chittoor,1.7615384615384615
Andhra Pradesh,CHITTOOR,Turmeric,2010,Whole Year,47.0,369.0,andhra pradesh,chittoor,7.851063829787234
Andhra Pradesh,EAST GODAVARI,Arhar/Tur,2010,Kharif,689.0,349.0,andhra pradesh,east godavari,0.5065312046444121
Andhra Pradesh,EAST GODAVARI,Bajra,2010,Kharif,159.0,83.0,andhra pradesh,east godavari,0.5220125786163522
Andhra Pradesh,EAST GODAVARI,Castor seed,2010,Kharif,46.0,20.0,andhra pradesh,east godavari,0.43478260869565216
Andhra Pradesh,EAST GODAVARI,Cotton(lint),2010,Kharif,12112.0,21517.0,andhra pradesh,east godavari,1.776502642007926
Andhra Pradesh,EAST GODAVARI,Dry chillies,2010,Kharif,285.0,945.0,andhra pradesh,east godavari,3.3157894736842106
Andhra Pradesh,EAST GODAVARI,Groundnut,2010,Kharif,66.0,82.0,andhra pradesh,east godavari,1.2424242424242424
Andhra Pradesh,EAST GODAVARI,Jowar,2010,Kharif,273.0,395.0,andhra pradesh,east godavari,1.4468864468864469
Andhra Pradesh,EAST GODAVARI,Maize,2010,Kharif,469.0,1399.0,andhra pradesh,east godavari,2.9829424307036247
Andhra Pradesh,EAST GODAVARI,Moong(Green Gram),2010,Kharif,293.0,73.0,andhra pradesh,east godavari,0.24914675767918087
Andhra Pradesh,EAST GODAVARI,Niger seed,2010,Kharif,1.0,,andhra pradesh,east godavari,
Andhra Pradesh,EAST GODAVARI,Onion,2010,Kharif,759.0,15073.0,andhra pradesh,east godavari,19.859025032938078
Andhra Pradesh,EAST GODAVARI,Ragi,2010,Kharif,81.0,82.0,andhra pradesh,east godavari,1.0123456790123457
Andhra Pradesh,EAST GODAVARI,Rice,2010,Kharif,237640.0,457704.0,andhra pradesh,east godavari,1.926039387308534
Andhra Pradesh,EAST GODAVARI,Sesamum,2010,Kharif,739.0,124.0,andhra pradesh,east godavari,0.16779431664411368
Andhra Pradesh,EAST GODAVARI,Small millets,2010,Kharif,83.0,82.0,andhra pradesh,east godavari,0.9879518072289156
Andhra Pradesh,EAST GODAVARI,Urad,2010,Kharif,1422.0,600.0,andhra pradesh,east godavari,0.4219409282700422
Andhra Pradesh,EAST GODAVARI,Arhar/Tur,2010,Rabi,51.0,26.0,andhra pradesh,east godavari,0.5098039215686274
Andhra Pradesh,EAST GODAVARI,Dry chillies,2010,Rabi,446.0,1841.0,andhra pradesh,east godavari,4.12780269058296
Andhra Pradesh,EAST GODAVARI,Gram,2010,Rabi,316.0,526.0,andhra pradesh,east godavari,1.6645569620253164
Andhra Pradesh,EAST GODAVARI,Groundnut,2010,Rabi,290.0,635.0,andhra pradesh,east godavari,2.189655172413793
Andhra Pradesh,EAST GODAVARI,Horse-gram,2010,Rabi,139.0,57.0,andhra pradesh,east godavari,0.41007194244604317
Andhra Pradesh,EAST GODAVARI,Maize,2010,Rabi,7463.0,54704.0,andhra pradesh,east godavari,7.33002813881817
Andhra Pradesh,EAST GODAVARI,Moong(Green Gram),2010,Rabi,33343.0,3934.0,andhra pradesh,east godavari,0.11798578412260445
Andhra Pradesh,EAST GODAVARI,Onion,2010,Rabi,9.0,118.0,andhra pradesh,east godavari,13.11111111111111
Andhra Pradesh,EAST GODAVARI,Ragi,2010,Rabi,14.0,20.0,andhra pradesh,east godavari,1.4285714285714286
Andhra Pradesh,EAST GODAVARI,Rice,2010,Rabi,172888.0,849917.0,andhra pradesh,east godavari,4.915997640090694
Andhra Pradesh,EAST GODAVARI,Sesamum,2010,Rabi,837.0,191.0,andhra pradesh,east godavari,0.22819593787335724
Andhra Pradesh,EAST GODAVARI,Urad,2010,Rabi,21387.0,4470.0,andhra pradesh,east godavari,0.20900547061298919
Andhra Pradesh,EAST GODAVARI,Banana,2010,Whole Year,14357.0,392291.0,andhra pradesh,east godavari,27.324023124608207
Andhra Pradesh,EAST GODAVARI,Cashewnut,2010,Whole Year,34581.0,6120.0,andhra pradesh,east godavari,0.1769757959573176
Andhra Pradesh,EAST GODAVARI,Sugarcane,2010,Whole Year,13051.0,1086471.0,andhra pradesh,east godavari,83.24810359359437
Andhra Pradesh,EAST GODAVARI,Sunflower,2010,Whole Year,359.0,446.0,andhra pradesh,east godavari,1.2423398328690807
Andhra Pradesh,EAST GODAVARI,Sweet potato,2010,Whole Year,49.0,627.0,andhra pradesh,east godavari,12.795918367346939
Andhra Pradesh,EAST GODAVARI,Tapioca,2010,Whole Year,12391.0,82090.0,andhra pradesh,east godavari,6.624969736098781
Andhra Pradesh,EAST GODAVARI,Tobacco,2010,Whole Year,4804.0,11761.0,andhra pradesh,east godavari,2.4481681931723562
Andhra Pradesh,EAST GODAVARI,Turmeric,2010,Whole Year,339.0,2070.0,andhra pradesh,east godavari,6.106194690265487
Andhra Pradesh,GUNTUR,Arhar/Tur,2010,Kharif,24084.0,27239.0,andhra pradesh,guntur,1.130999833914632
Andhra Pradesh,GUNTUR,Bajra,2010,Kharif,1065.0,1984.0,andhra pradesh,guntur,1.8629107981220658
Andhra Pradesh,GUNTUR,Castor seed,2010,Kharif,1780.0,603.0,andhra pradesh,guntur,0.33876404494382023
Andhra Pradesh,GUNTUR,Cotton(lint),2010,Kharif,170158.0,402203.0,andhra pradesh,guntur,2.3637031464873823
Andhra Pradesh,GUNTUR,Dry chillies,2010,Kharif,61394.0,205424.0,andhra pradesh,guntur,3.34599472261133
Andhra Pradesh,GUNTUR,Groundnut,2010,Kharif,357.0,442.0,andhra pradesh,guntur,1.2380952380952381
Andhra Pradesh,GUNTUR,Jowar,2010,Kharif,61.0,88.0,andhra pradesh,guntur,1.4426229508196722
Andhra Pradesh,GUNTUR,Maize,2010,Kharif,269.0,802.0,andhra pradesh,guntur,2.9814126394052045
Andhra Pradesh,GUNTUR,Mesta,2010,Kharif,52.0,465.0,andhra pradesh,guntur,8.942307692307692
Andhra Pradesh,GUNTUR,Moong(Green Gram),2010,Kharif,14346.0,2166.0,andhra pradesh,guntur,0.15098285236302803
Andhra Pradesh,GUNTUR,Onion,2010,Kharif,619.0,12293.0,andhra pradesh,guntur,19.859450726979
Andhra Pradesh,GUNTUR,Rice,2010,Kharif,271072.0,649760.0,andhra pradesh,guntur,2.3970015346476212
Andhra Pradesh,GUNTUR,Sesamum,2010,Kharif,6130.0,736.0,andhra pradesh,guntur,0.1200652528548124
Andhra Pradesh,GUNTUR,Soyabean,2010,Kharif,6.0,12.0,andhra pradesh,guntur,2.0
Andhra Pradesh,GUNTUR,Urad,2010,Kharif,277.0,14.0,andhra pradesh,guntur,0.05054151624548736
Andhra Pradesh,GUNTUR,Arhar/Tur,2010,Rabi,885.0,1001.0,andhra pradesh,guntur,1.1310734463276837
Andhra Pradesh,GUNTUR,Bajra,2010,Rabi,118.0,220.0,andhra pradesh,guntur,1.8644067796610169
Andhra Pradesh,GUNTUR,Dry chillies,2010,Rabi,3314.0,13677.0,andhra pradesh,guntur,4.127036813518407
Andhra Pradesh,GUNTUR,Gram,2010,Rabi,9334.0,16521.0,andhra pradesh,guntur,1.7699807156631668
Andhra Pradesh,GUNTUR,Groundnut,2010,Rabi,4389.0,13092.0,andhra pradesh,guntur,2.982911825017088
Andhra Pradesh,GUNTUR,Jowar,2010,Rabi,3940.0,23995.0,andhra pradesh,guntur,6.090101522842639
Andhra Pradesh,GUNTUR,Linseed,2010,Rabi,137.0,32.0,andhra pradesh,guntur,0.23357664233576642
Andhra Pradesh,GUNTUR,Maize,2010,Rabi,80083.0,904377.0,andhra pradesh,guntur,11.292996016632744
Andhra Pradesh,GUNTUR,Moong(Green Gram),2010,Rabi,7365.0,2975.0,andhra pradesh,guntur,0.40393754243041413
Andhra Pradesh,GUNTUR,Onion,2010,Rabi,268.0,1323.0,andhra pradesh,guntur,4.936567164179104
Andhra Pradesh,GUNTUR,Rapeseed &Mustard,2010,Rabi,761.0,1845.0,andhra pradesh,guntur,2.4244415243101183
Andhra Pradesh,GUNTUR,Rice,2010,Rabi,58393.0,201806.0,andhra pradesh,guntur,3.455996437929204
Andhra Pradesh,GUNTUR,Sesamum,2010,Rabi,621.0,142.0,andhra pradesh,guntur,0.2286634460547504
Andhra Pradesh,GUNTUR,Urad,2010,Rabi,69752.0,38922.0,andhra pradesh,guntur,0.5580055052184884
Andhra Pradesh,GUNTUR,Wheat,2010,Rabi,43.0,56.0,andhra pradesh,guntur,1.302325581395349
Andhra Pradesh,GUNTUR,Banana,2010,Whole Year,5045.0,151597.0,andhra pradesh,guntur,30.048959365708622
Andhra Pradesh,GUNTUR,Cashewnut,2010,Whole Year,162.0,39.0,andhra pradesh,guntur,0.24074074074074073
Andhra Pradesh,GUNTUR,Coriander,2010,Whole Year,25.0,17.0,andhra pradesh,guntur,0.68
Andhra Pradesh,GUNTUR,Sugarcane,2010,Whole Year,908.0,77430.0,andhra pradesh,guntur,85.27533039647577
Andhra Pradesh,GUNTUR,Sunflower,2010,Whole Year,24.0,30.0,andhra pradesh,guntur,1.25
Andhra Pradesh,GUNTUR,Sweet potato,2010,Whole Year,14.0,179.0,andhra pradesh,guntur,12.785714285714286
Andhra Pradesh,GUNTUR,Tobacco,2010,Whole Year,4116.0,10729.0,andhra pradesh,guntur,2.6066569484936832
Andhra Pradesh,GUNTUR,Turmeric,2010,Whole Year,5413.0,35027.0,andhra pradesh,guntur,6.4709033807500465
Andhra Pradesh,KADAPA,Arhar/Tur,2010,Kharif,19759.0,5691.0,andhra pradesh,kadapa,0.28802064881826006
Andhra Pradesh,KADAPA,Bajra,2010,Kharif,2870.0,7178.0,andhra pradesh,kadapa,2.5010452961672476
Andhra Pradesh,KADAPA,Castor seed,2010,Kharif,1034.0,906.0,andhra pradesh,kadapa,0.8762088974854932
Andhra Pradesh,KADAPA,Cotton(lint),2010,Kharif,17011.0,40822.0,andhra pradesh,kadapa,2.3997413438363413
Andhra Pradesh,KADAPA,Dry chillies,2010,Kharif,753.0,2091.0,andhra pradesh,kadapa,2.7768924302788847
Andhra Pradesh,KADAPA,Groundnut,2010,Kharif,143299.0,87126.0,andhra pradesh,kadapa,0.6080014515104781
Andhra Pradesh,KADAPA,Horse-gram,2010,Kharif,101.0,49.0,andhra pradesh,kadapa,0.48514851485148514
Andhra Pradesh,KADAPA,Jowar,2010,Kharif,1199.0,1741.0,andhra pradesh,kadapa,1.452043369474562
Andhra Pradesh,KADAPA,Maize,2010,Kharif,426.0,2182.0,andhra pradesh,kadapa,5.122065727699531
Andhra Pradesh,KADAPA,Moong(Green Gram),2010,Kharif,1030.0,327.0,andhra pradesh,kadapa,0.3174757281553398
Andhra Pradesh,KADAPA,Onion,2010,Kharif,2542.0,19248.0,andhra pradesh,kadapa,7.571990558615264
Andhra Pradesh,KADAPA,Other Kharif pulses,2010,Kharif,75.0,28.0,andhra pradesh,kadapa,0.37333333333333335
Andhra Pradesh,KADAPA,Ragi,2010,Kharif,6.0,9.0,andhra pradesh,kadapa,1.5
Andhra Pradesh,KADAPA,Rice,2010,Kharif,53345.0,80657.0,andhra pradesh,kadapa,1.511988002624426
Andhra Pradesh,KADAPA,Sesamum,2010,Kharif,29.0,5.0,andhra pradesh,kadapa,0.1724137931034483
Andhra Pradesh,KADAPA,Small millets,2010,Kharif,86.0,80.0,andhra pradesh,kadapa,0.9302325581395349
Andhra Pradesh,KADAPA,Soyabean,2010,Kharif,142.0,242.0,andhra pradesh,kadapa,1.704225352112676
Andhra Pradesh,KADAPA,Urad,2010,Kharif,756.0,319.0,andhra pradesh,kadapa,0.421957671957672
Andhra Pradesh,KADAPA,Arhar/Tur,2010,Rabi,23.0,7.0,andhra pradesh,kadapa,0.30434782608695654
Andhra Pradesh,KADAPA,Bajra,2010,Rabi,2070.0,5177.0,andhra pradesh,kadapa,2.5009661835748793
Andhra Pradesh,KADAPA,Dry chillies,2010,Rabi,8.0,16.0,andhra pradesh,kadapa,2.0
Andhra Pradesh,KADAPA,Gram,2010,Rabi,69518.0,76817.0,andhra pradesh,kadapa,1.1049943899421732
Andhra Pradesh,KADAPA,Groundnut,2010,Rabi,17296.0,51750.0,andhra pradesh,kadapa,2.992021276595745
Andhra Pradesh,KADAPA,Horse-gram,2010,Rabi,604.0,187.0,andhra pradesh,kadapa,0.30960264900662254
Andhra Pradesh,KADAPA,Jowar,2010,Rabi,4185.0,6344.0,andhra pradesh,kadapa,1.515890083632019
Andhra Pradesh,KADAPA,Linseed,2010,Rabi,289.0,67.0,andhra pradesh,kadapa,0.23183391003460208
Andhra Pradesh,KADAPA,Maize,2010,Rabi,987.0,8998.0,andhra pradesh,kadapa,9.116514690982775
Andhra Pradesh,KADAPA,Moong(Green Gram),2010,Rabi,463.0,163.0,andhra pradesh,kadapa,0.35205183585313177
Andhra Pradesh,KADAPA,Onion,2010,Rabi,635.0,14029.0,andhra pradesh,kadapa,22.092913385826773
Andhra Pradesh,KADAPA,Other  Rabi pulses,2010,Rabi,6.0,2.0,andhra pradesh,kadapa,0.3333333333333333
Andhra Pradesh,KADAPA,Ragi,2010,Rabi,137.0,205.0,andhra pradesh,kadapa,1.4963503649635037
